Gouvernorat,Délégation,Localité,Texte annonce,Prix,Date
Gafsa,Gafsa Nord,Echabiba,"Terrain agricole pinova à gafsaun terrain agricole de 17 hectares situé à gafsa. ce terrain est planté par 5000 arbres d oliviers. il dispose également d un sondage et une maison. pour plus de renseignement, contacter lagent sur l ...",700 000,30/01/2025
Nabeul,Kelibia,Kelibia,Un terrain de 780 mètre carré au cap bonavendre un terrain de 780 m² titre foncier collectif  de vocation agricole avec vue sur mer a kelibia. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  p ...,1 950 000,30/01/2025
Nabeul,Kelibia,Dar Allouche,"Terrain de 1 ha magnifiqueun terrain a vendre, titre foncier collectif de vocation agricole. entre hammam jebli et kerkouane  superficie : à partir de 10 000 m²  prix : 180 md.  avec facilité de paiement  contac ...",180 000,30/01/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,Occasion dinvestissement 1000 mètre carrévendre un terrain de 1000 m² titre foncier collectif de vocation agricole avec accès directe a la plage de hammam jebli. prix :63 md  offre valable jusqu à le 30/06/2025 pour plus dinfo 250 ...,63 000,30/01/2025
Nabeul,Hammam El Ghezaz,Tamazrat,Occasion de terrain 2500 mètre carré au cap bonvendre un terrain de 2500 m² titre foncier collectif de vocation agricole avec accès directe a la plage de hammam jebli. prix :1250 md   pour plus dinfo  27307890,1 250 000,30/01/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,Occasion de 1300 mètre carré au cap bonvendre un terrain de 1300 m² titre foncier collectif de vocation agricole avec accès directe a la plage de hammam jebli. prix :1690 md   pour plus dinfo  27307890,1 690 000,30/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,"Au cap bon pour les investisseurs 1000 mètre carréa vendre un terrain a partir de 1000 m² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra emplacement dinvestissement avec façade sur mer panoramique  prix :90md.  ...",90 000,30/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,"1000 mètre carré au cap bon pour les investisseursa vendre un terrain a partir de 1000 m² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra emplacement dinvestissement avec façade sur mer panoramique  prix :90md.  ...",90 000,30/01/2025
Kasserine,Kasserine Nord,Kasserine,"Terrain agricole nadhou à kasserineun terrain agricole d une superficie de 12 hectares situé à nadhour, kasserine. ce terrain est planté par 820 arbres entre  olives, pistaches et amandes . pour tous les renseignements, contacter l age ...",187 000,30/01/2025
Nabeul,Kelibia,Dar Allouche,Terrain de 913 mètre carré au bord de la mervendre un terrain de 913m² titre foncier collectif de vocation agricole avec accès directe a la plage de dar allouche. prix :730.4 md   pour plus dinfo  27307890,730 400,30/01/2025
Nabeul,Kelibia,Dar Allouche,Un terrain de 913 métre carré au bord de la mervendre un terrain de 913m² titre foncier collectif de vocation agricole avec accès directe a la plage de dar allouche. prix :730.4 md   pour plus dinfo  27307890,730 400,30/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Bonne offre de terrain collectif pour investirun merveilleux terrain titre foncier collectif agricole avec facade sur mer de hammam el ghezaz. superficie a partir de 1000  m² pour accueillir votre futur projet touristique .  prix :90  md  <b ...,90 000,30/01/2025
Nabeul,Beni Khiar,El Maamoura,"Terrain magnifiquea proximité de la plage superbe de la maamoura, avec un titre individuel. tel 55018083",400 000,30/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Terrain à hammam ghezaz pour les investisseursun merveilleux terrain titre foncier collectif de vocation agricole avec vue sur mer à hammam el ghezaz. superficie 1 ha pour accueillir votre futur projet touristique. prix : 180  md  avec facil ...,180 000,28/08/2024
Sousse,Enfidha,El Frada,"Terrain agricol 12 haa vendre terrain agricol avec clôture en fil barbelé, surface 120700 m² situé à la localité de frada - délégation de enfidha. nappe d eau à 50 m. prix: 360.000 dinars",360 000,29/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Investir 10000 mètre carré a hammam el ghezaza vendre un terrain de 10000 m ² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique sur plage hammam  ...",315 000,29/01/2025
Nabeul,Hammam El Ghezaz,Tamazrat,1000 mètre carré au bord de la mer tamazratun merveilleux terrain titre foncier collectif agricole avec facade sur mer de hammam el ghezaz. superficie a partir de 1000  m² pour accueillir votre futur projet touristique .  prix :90 md  <br ...,90 000,29/01/2025
Nabeul,Hammam El Ghezaz,Tamazrat,Meilleur investissement de terrain a tamazratvendre un terrain de 3500 m² titre foncier collectif  de vocation agricole avec vue sur mer a tamazrat. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié   ...,1 750 000,29/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain de 1015 mètre carré au cap bondes terrains avec vue imprenable sur la mer. superficie à partir de 1015 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :1725.5 md ...,1 725 500,29/01/2025
Nabeul,El Haouaria,El Haouaria,Un terrain a el haouaria de 2020 mètre carrévendre un terrain de 2020 m² titre foncier collectif de vocation agricole avec accès directe a la plage de el haouaria. prix :2020 md  pour plus dinfo  27307890,2 020 000,29/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,"Investir terrain agricole a ezzahra de 1 hectarea vendre un terrain de 10000 m ² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique sur plage hammam  ...",315 000,29/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Terrain de 645 mètre carré au bord de  la merprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif de vocation agricole privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ...,967 500,29/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Terrain de 645 mètre carré au cap bonprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif de vocation agricole privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ...,967 500,29/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Un terrain de 645 mètre carré au cap bonprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif de vocation agricole privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ...,967 500,29/01/2025
Nabeul,Kelibia,Kerkouane,"Un terrain agricole et collectif a kerkouanenous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage kerkouane. surface : 2100 m² prix : 126 ...",1 260 000,29/01/2025
Nabeul,Hammam El Ghezaz,Tamazrat,"Investir un terrain de 2000 mètre carréun terrain à vendre de 2000 m² pour investissement, titre foncier collectif de vocation agricole avec vue façade sur mer magique. région : nabeul tamazrat. superficie : 2000 m²  prix :  ...",1 000 000,29/01/2025
Nabeul,Kelibia,Kerkouane,Un terrain de 1000 mètre carré a coté de kerkouaneun terrain a partir de 1000 m²  à vendre pour investissement touristique écologique titre foncier  collectif de vocation agricole entre hammam jebli et kerkouane. prix :63 md.   offre valable jus ...,63 000,29/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Offre de 830 mètre carré a hammam el ghezaznous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage hammam el ghezez. surface : 830 m² prix ...",1 411 000,29/01/2025
Nabeul,Kelibia,Dar Allouche,"Affaire spécial de 1000 métré carré a dar allouchea vendre un terrain a partir de 1000 m² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique  prix ...",63 000,29/01/2025
Nabeul,Kelibia,Dar Allouche,"Offre spécial de 1000 métré carré a dar allouchea vendre un terrain a partir de 1000 m² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique  prix ...",63 000,29/01/2025
Nabeul,El Haouaria,El Haouaria,"Investir de terrain de 2020 mètre carreun terrain à vendre de 2020 m² pour investissement, titre foncier collectif de vocation agricole avec vue façade sur mer magique. région : nabeul el haouaria. superficie : 2020m²  prix  ...",2 020 000,29/01/2025
Nabeul,El Haouaria,El Haouaria,"Investissement de terrain de 2020 mètre carreun terrain à vendre de 2020 m² pour investissement, titre foncier collectif de vocation agricole avec vue façade sur mer magique. région : nabeul el haouaria. superficie : 2020m²  prix  ...",2 020 000,29/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,1 hectare au cap bon hammam el ghezazun merveilleux terrain titre foncier collectif agricole avec facade sur mer de hammam el ghezaz. superficie a partir de 10000  m² pour accueillir votre futur projet touristique .  prix :315 md  < ...,315 000,29/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Occasion de1 hectare au cap bon hammam el ghezazun merveilleux terrain titre foncier collectif agricole avec facade sur mer de hammam el ghezaz. superficie a partir de 10000  m² pour accueillir votre futur projet touristique .  prix :315 md  < ...,315 000,29/01/2025
Nabeul,Kelibia,Kelibia,"Offre de terrain de 1000 mètre carré a kelibiaa vendre un terrain a partir de 1000 m ² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique sur plage ...",90 000,29/01/2025
Nabeul,Hammam El Ghezaz,Tamazrat,"Occasion de 2500 mètre carré a tamazratnous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole a tamazrat . surface : 2500 m² prix : 1250 md     pour ...",1 250 000,29/01/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,"Occasion de1300 mètre carré a hammam jeblinous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage hammam jebli. surface : 1300 m² prix :  ...",1 690 000,29/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Terrain avec façade sur mer a hammam el ghezaznous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage hammam el ghezez. surface : 1070 m² pri ...",1 819 000,29/01/2025
Nabeul,Kelibia,Kelibia,"Occasion de 853 mètre carré au cap bona vendre un terrain de 853 m ² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique sur plage hammam el ...",2 132 500,29/01/2025
Nabeul,El Haouaria,El Haouaria,"Un terrain magique avec façade sur mernous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage hammam el ghezez a coté de el haouaria. surf ...",63 000,29/01/2025
Sousse,Kalaa El Kebira,Kalaa El Kebira,Terrain 2800m  prés de mall of soussela sté akariet sarraj #agence #immobilière (#agrée) vous propose #terrain #2800m² prés de #mall of sousse #prix: #280dt/m² #négociable #titre individeul #vente#terrain#agenceimmobilière ...,784 000,03/05/2023
Sousse,Hammam Sousse,Hammam Sousse Gharbi,Terrain 400m en face mosquée sahaba hammem soussela sté akariet sarraj #agence #immobilière (#agrée) on vous propose #a vendre #terrain #titré (#400m²) en face #mosquée sahaba #hammem sousse #ghrabi  #prix: #300dt/m² (#un peux négociable)  ...,120 000,16/05/2024
Manouba,Mannouba,La Mannouba,"Terrain agricole odas à el habibia la manoubaun terrain agricole d une superficie de 4000 m situé à el habibia, la manouba. ce terrain dispose du sonede et steg. nb titre foncier en règle. pour tous les renseignements contacter l agent sur le 56 ...",140 000,29/01/2025
Manouba,Borj El Amri,Borj El Amri,Terrain agricole zoe à messadina borj amriun terrain agricole d une superficie de 14480 m² situé à messadine borj amri la manouba. nb titre foncier en règle. pour tous les renseignements contacter l agent sur le 56370820.,130 000,29/01/2025
Ariana,Sidi Thabet,Sidi Thabet,Terrain sidi thabeta vendre terrain 60970m² à sidi thabet sur la route goudronnée à 2 milliards implanté orange citronnier mandarine avec maisonnette sondage pour plus d informations contactez mme azaiez au 50 529 299,2 000 000,29/01/2025
Nabeul,Korba,Bou Lazhar,"Terrain agricole korbade particulier à particulier, vente terrain agricole boulazhar de 5 hectar, à 100mètre de route, 55md/h.certificat de propriété. 99559548,",55 000,24/10/2024
Sfax,Sfax Ville,Bir Ben Ayed,Terrain agricole gremda sfaxa vendre un terrain agricole situé directement sur la route principale (première position)  de kairouan (gremda) km 26. le terrain a une surface de 5 hectares (230x230 m) et contient 440 oliviers ...,9 999,29/01/2025
Ben arous,Mornag,Mornag,Terrain pour les grandes agriculturesréférence t 2046  pour votre futur investissement on vous propose un terrain agricole à morneg tunis  superficie 87 hectares  titre bleu individuel  contacter nous pour plus de ren ...,2 175 000,03/10/2024
Nabeul,Hammamet,Hammamet,Terrain terzosperanza immobilière hammamet vous propose à la vente un terrain double facades de 212 m² à hammamet. le prix demandé est de 700dt le m². le dossier juridique est consultable à l agence.,148 400,23/10/2024
Siliana,Bou Arada,Bou Arada,"Terrain agricolea vendre terrain agricole  entre seliana bourada  32,5 hectares  titre individuel  1000 arbres d olive  300 amandier 30 figuier  10 poir",550 000,05/11/2024
Siliana,Siliana Nord,Jama,Siliana silianaa vendre terrain agricole titre individuel 6 hectares,195 000,11/11/2024
Nabeul,Kelibia,Kelibia,Terrain jinen el mansoura kelibiaréférence t 1902 a quelques mètres de la plage a jinen el mansoura kelibia on vous offre a vendre un lot de terrain de superficie 250m  ne rater pas cette opportunité veuillez nous cont ...,100 000,10/09/2024
Nabeul,Soliman,Cherifate,"Ferme margherita à slimanune ferme et une maison de maître d une superficie de 35000 m² situé à soliman, chrifette. elle se compose d un sondage, un puits, vasse barrage, un débarrât et un terrain agricole autour planté par d ...",750 000,28/01/2025
Zaghouan,Zaghouan,Zaghouan,"Terrain agricole les colline à zaghouanun terrain agricole de 144,5 hectares idéale pour un projet agricole situé à zaghouan. ce terrain est planté par 2100 arbres d oliviers. il dispose également d un puits. pour tous les renseignements,  ...",2 750 000,28/01/2025
Nabeul,Soliman,Cherifate,"Ferme rucher à cherifet solimanferme d une superficie de 2200 m² située à cherifet, soliman, comprend un terrain agricole planté de 65 oliviers et 28 orangers. elle dispose également d une villa sur deux niveaux, avec rdc inachevé  ...",320 000,28/01/2025
Kebili,Kebili Nord,Tombar,"2h palmiera vendre 2h situer a kbeli tombar contenant 200 palmier on plein production,eau ,electriciter et energie solaire.",360 000,28/01/2025
Ben arous,Mornag,Mornag,"Ferme le parc des  cèdres à mornegune ferme de 2,66 hectares situé sur la route de khelidiya, nassen, morneg. la villa plain pied se compose par un salon, une cuisine, 2 chambres et une salle de bain. a l extérieur, on a une terrasse, ...",850 000,27/01/2025
Nabeul,Kelibia,Dar Allouche,220 métre à plage dar allouchelotissement à 300 métre du plage dar allouche des lots de 220 m² ( disponible en vert ) titré  prix légérement négociable contacter : 22.993.892 - 48.048.048,48 500,27/01/2025
Manouba,Oued Ellil,Oued Ellil,"Terrain de rêveun terrain pour un projet d avenir vue panoramique sur la ville capital de tunis près du lotissement jardin tunis  le vente et  1000/2000/5000/01 hect + , 120d le mètre carré",120 000,13/09/2024
Gafsa,Sidi Aich,Sidi Aich,"Terrain agricole zinus à sidi aichun terrain agricole de 60 hectares situé à sidi aich, gafsa. ce terrain est adapter à toutes les plantations. pour tous les renseignements, contacter l agent sur le 56820690.",1 800 000,31/10/2024
Nabeul,Beni Khiar,Ghardaya,"3000 m2 à ghardayaterrain agricole de 3000 m² à ghardaya village 50 m à côté de route principale à 21 oliviers ( m3ammar) , pour plus d informations contactez le 53 457 406",110 000,27/01/2025
Zaghouan,Hammam Zriba,Jeradou,Hammam zeriba jradoa vendre terrain titré a jrado zaghouan 25 hectares,575 000,29/10/2024
Bizerte,Bizerte Sud,Methline,Metheline bizertea vendre terrain agricole metline route cap enjla bizerte,180 000,06/11/2024
Ben arous,Mornag,Mornag,Mornag mornaga vendre terrain agricole 20 hectares  sentage maison  clôture,2 600 000,05/01/2025
Ben arous,Mornag,Khelidia,Khelidia khelidiaa vendre terrain sur la route de khlidiya a 10 km huite hectares avec 800 oliviers,1 040 000,05/11/2024
Bizerte,Mateur,Mateur,Toubourba chaouta vendre terrain agricole 10 hectares kenariya titré bleu individuel,900 000,30/10/2024
Zaghouan,Zaghouan,Bni Darraj,Zaghouan béni daragea vendre six hectares a zaghouan béni darage sur la route de hammamet  titre individuel,210 000,29/10/2024
Kairouan,Kairouan Sud,Kairouan,Marg lil kairouana vendre terrain agricole sur la route marg el lili kairouan  titrée individuel superficie 6 hectares et 200 are,600 000,03/11/2024
Ben arous,Mornag,Mornag,"Terrain habitation el rahma à mornagun terrain pour habitation de 2300 m² situé à 20 m de la route principale à jbal erasses à morneg. pour tous les renseignements, contacter l agent sur le 56780610.",230 000,11/11/2024
Manouba,Jedaida,Chaouat,"Terrain agricole à chaouatl agence immobilière century21 challenge vous propose pour la vente une ferme fertile située à la région de chawate, jdaida (manouba) d une superficie de 05 hc 75 ar 00.  la terre agricole est de ...",690 360,25/01/2025
Nabeul,El Haouaria,El Kedoua,6000m2 avec un studio arabres olives6000m2 alimenté l eau electricité un puits contient un studio quelque arbres olives  titre belu prix :145000 dt pour plus d info contatctez agence el-salam immobilier :28116132,145 000,25/01/2025
Nabeul,El Haouaria,El Kedoua,4000m2 avec arbres olives et studio4000m² a vendre directement sur la route alimenté l eau electrcité contient une maison manque finition superficie 220m² un studio fini et deux garages avec 180 arbres olives  titre bleu prix ...,250 000,25/01/2025
Nabeul,Kelibia,Kelibia,Hectar avec un studio et arabres feruitiéhectar a vendre a kelibia contient un puit sendage electricité 240arabres citron148arbres olives et autre arbres feruitié contient aussi studio fini 100m² la ferme est cloturé titre bleu individuelle  ...,250 000,25/01/2025
Nabeul,Beni Khalled,Beni Khalled,3 hect et demi boura vendre 3.5 hect bour rmal f bni kalled fihom bir w thaw . prix 380 malyoun,380 000,24/01/2025
Nabeul,Kelibia,Dar Chichou,Terrain agricole près de dar allouche3000 m² à vendre près de dar allouche bien  équipé et adaptable pour toutes genre d agricole titre bleu individuel prix : 60 mdt négociable  tél et whatsapp: 58101382,60 000,24/01/2025
Nabeul,Bou Argoub,Cite Jadida,"2 hectares et 7 ares  nus à bouargoubl agence #immobilière the bridge vous propose un #terrain #agricole nu de 2.7 hectares (27 876 m²) sis à #bouargoub.  ce #terrain est #équipé par un sondage, il se caractérise par son emplac ...",430 000,24/01/2025
Nabeul,Bou Argoub,Bousehem,"2 hectares à boussham bouargoubl agence #immobilière the bridge vous propose un #terrain #agricole de 2 hectares (19570 m²) sis à #boussham, #bouargoub.  le #terrain est #planté de quelques vignes, il se caractérise par  ...",300 000,24/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,"10000 metre carré vocation agricoleun terrain a vendre , titre foncier collectif de vocation agricole avec une magnifique vue de façades sur mer, disponible de suite - région : nabeul hammam elghezez - superficie: a partir de ...",180 000,11/10/2024
Nabeul,Kelibia,Dar Allouche,Occasion a ne pas ratera vender un terrain de 1000 m² titre foncier collectif situe a hammam el ghazaz kelibia avec facade sur mer. prix 63 md tel: 25 001 718,63 000,16/10/2024
Nabeul,Hammam El Ghezaz,Ezzahra,Un terrain magnifiqueinvestissez dans un terrain de 1000 m² titre foncier collectif à hammam el ghezaz offrant une vue imprenable sur la mer   emplacement : situé à hammam el ghezaz avec façade sur mer   superfi ...,63 000,10/10/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain pour investissementpour un meilleur investissement on met a votre disposition un terrain de 1000 m² titre foncier collectif de vocation agricole pied dans leau situé entre kerkouane et hammam jebli. prix : 63 md   ...,63 000,03/10/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain au bord de la plage hammem el ghezezun merveilleux terrain titre foncier collectif de vocation agricole avec vue sur mer à hammam el ghezaz. superficie 1000 m² pour accueillir votre futur projet touristique. prix : 63 md conta ...,63 000,27/08/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain à hammam el ghezaz avec vue sur merun merveilleux terrain titre foncier collectif de vocation agricole avec vue sur mer à hammam el ghezaz.  superficie 1000 m²  prix : 63 md contact : 25 001 718,63 000,20/08/2024
Nabeul,Hammam El Ghezaz,Ezzahra,Occasion de 1000 metre carreprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif de vocation agricole avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  super ...,63 000,10/10/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Un terrain de 1000 metre carreinvestissez dans un terrain de 1000 m²  titre foncier collectif à hammam el ghezaz offrant une vue imprenable sur la mer   emplacement : situé à hammam el ghezaz avec façade sur mer   superf ...,63 000,10/10/2024
Nabeul,Hammam El Ghezaz,Hammam Jebli,"Un terrain pour investir à hamam ghezazun terrain a vendre, titre foncier collectif de vocation agricole. entre hammam jebli et kerkouane  superficie :  1000 m²  prix : 63 md.  contactez-nous pour plus d informations 25 001  ...",63 000,03/09/2024
Manouba,Tebourba,Cite Route Chouigui,Terrain agricole 4 hectares tebourbaa vendre terrain agricole 4 hectares à tebourba sur la route 50 529 299,400 000,24/01/2025
Nabeul,Takelsa,Takelsa,Terrain agricole chouour à takelsaun terrain agricole irrigué clôturé par des cactus d une superficie de 1 hectares avec une vue sur le  barrage et la mer. il se situe à takelsa. il contient une maison de style arabesque composée de 6 ...,250 000,15/10/2024
Nabeul,Korba,Korba,"Senia agricole  à  korba nabeul  nabeulréférence : t 1970 senia a korba de superficie totale : 100800 m² , 4 hectares planté olivier , compose : maison ; écurie ; puits sondage  info : 55461455",1 200 000,02/05/2024
Sousse,Akouda,Chatt Meriem,Terrain agricole 4600m à chatt mariem rmila#la sté akariet sarraj #agence #immobilière (#agrée) propose #a vendre #terrain agricole (#4600m²) #chatt mariem #rmila  #prix : #160dt/m² (#un peux négociable) #documents fournis : #titre i ...,736 000,20/04/2024
Nabeul,Menzel Bouzelfa,Menzel Bouzelfa,Terrain agricole arboréréférence t 1964 pour votre investissement terrain agricole a vendre a nabeul arboré y compris un studio et poulailler superficie: 7500m papiers en règles,230 000,25/07/2024
Nabeul,Hammam El Ghezaz,Ezzahra,Une opportunité unique sur la plage ezzahrainvestissez dans des terrains au cap bon offrant une vue imprenable sur la mer  emplacement : situé à hammam el ghezaz au bord de la mer  superficie : tous les espaces sont disponibles à par ...,63 000,11/10/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Des terrains avec vue imprenable sur la plageun merveilleux terrain titre foncier collectif de vocation agricole avec vue sur mer à hammam el ghezaz. superficie 1000 m² pour accueillir votre futur projet touristique. prix :63 md contac ...,63 000,26/08/2024
Nabeul,El Haouaria,Beni Khira,Terrain agricoleà beni khiraterrain agricole à vendre à beni khira à el haouaria dune suprficie de 2 hectares et 6000 m² bien équipée et adaptable pour toutes genres d agricole l électricité disponible  conte ...,450 000,23/01/2025
Zaghouan,Zaghouan,Zaghouan,"53 h terrain nu pres de centre villea vendre, terrain agricole nu d une superficie totale de 53 hectare . il se trouve à 700 mètres sur la route goudronné proche de toutes commodités de base, eau potable et électricité haute tension . p ...",1 400 000,23/01/2025
Nabeul,Kelibia,Kerkouane,Terrain agricole à kerkouaneterrain agricole à kerkouane  d une superficie de 4500 m²  contenant 29 arbres d oliviers  près de la route de 400 mètre  titre bleu  prix : 110 mdt négociable tél et wha ...,110 000,23/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Un terrain pres de kelibiaun terrain à vendre 1000 m²titre foncier collectif de vocation agricole entre hammam el ghezaz et kerkouane disponible de suite: région : nabeul hammam el ghezez ezzahra superficie : 1000 m² ...,63 000,25/09/2024
Nabeul,Hammamet,Hammamet,"Bonne occasionbonne occasion   a vendre un terrain  situé a hammamet centre ville alimenté en eau,electricité et gaz de ville. superficie terrain : 280m² prix : 900dt/m² contact : +216 53721106  ...",252 000,23/01/2025
Ben arous,Mornag,Mornag,Sidi mas3ouda mornagterrain agricole fih 5ou5 w 3neb,1 400 000,05/01/2025
Ben arous,Mornag,Khelidia,Mornag khelidiaa vendre terrain 10 hectares avec 700 oliviers  le terrain proche de la route de 10 km de khlidiya,850 000,05/11/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,1000 mètre carré de façade paradisiaque sur merun merveilleux terrain titre foncier collectif agricole avec facade sur mer de hammam el ghezaz. superficie a partirde  1000  m² pour accueillir votre futur projet touristique .  prix :90 md <br/ ...,90 000,22/01/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,1000 metre caree a la palge de ezzahra kelibiaa vendre un terrain de 1000 m² a titre foncier collectif situe a hammam el ghazaz kelibia avec facade sur mer .prix 63 md tel : 25 001 718,63 000,25/09/2024
Nabeul,Kelibia,Dar Allouche,Terrain de 1000 metre carrea vender un terrain de 1000 m² titre foncier collectif situe a hammam el ghazaz kelibia avec facade sur mer. prix 63 md tel: 25 001 718,63 000,10/10/2024
Nabeul,Kelibia,Dar Allouche,"840 mètre carré a dar alloucheun terrain à vendre de 840 m² pour investissement, titre foncier collectif de vocation agricole avec vue façade sur mer magique. région : nabeul dar allouche superficie : 840 m²  prix : ...",672 000,22/01/2025
Nabeul,Beni Khiar,Beni Khiar,Terrain jinen beni khiar t1111terrain jinen beni khiar t1111 a vendre un terrain de 750m2 proche de la plage à jinen beni khiar. titre foncier individuel. prix : 1150 dt le m2 pour toutes informations nécessair ...,862 500,12/10/2023
Nabeul,Menzel Temime,Damous,Ferme d olives à menzel temimeterrain agricole à vendre à menzel temime  d une superficie de 2 hectares et 2000 m²  contenant 150 arbres d oliviers  contenant une puits  près de la route goudronner titre b ...,330 000,22/01/2025
Nabeul,Beni Khiar,Somaa,"Ferme les emeraudes t1137 somaa beni khiarferme les émeraudes t1137 a vendre une ferme agricole de 4,4283 ha située à somaa beni khiar à environ 600m du centre ville. bien accessible à travers des routes goudronnées. clôturés et bie ...",900 000,17/04/2024
Nabeul,Menzel Temime,Damous,Terrain agricole à menzel temimeterrain agricole à vendre à menzel temime - nabeul  bien équipé et adaptable pour toutes genres d agricole  alimenté par l eau et électricité  contenant 3 puits  titre bleu individ ...,265 000,22/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Dans un endroit magnifique 1000 mètre carrénous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage hammam el ghezez. surface : a partir de 1000 ...",63 000,22/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,"Offre de terrain de vocation agricole de 1 haa vendre un terrain a partir de 10000 m ² titre foncier collectif de vocation agricole, 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique sur plag ...",315 000,22/01/2025
Nabeul,Hammam El Ghezaz,Tamazrat,"Un terrain collectif de 20000 mètre carrénous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage hammam el ghezez tamazrat . surface : 2000 m ...",1 000 000,22/01/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,"Un terrain de 1220 mètre carré a hammam jeblinous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif de vocation agricole au bord de la plage hammam jebli. surface : 1220 m² prix :  ...",1 586 000,22/01/2025
Nabeul,Hammam El Ghezaz,Ezzahra,770 mètre carré a ezzahra pour investirprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif de vocation agricole privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ...,1 155 000,22/01/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,830 mètre carré agricole a hammam el ghezazun terrain de 830 m²  à vendre pour investissement touristique écologique titre foncier  collectif de vocation agricole a hammam el ghezaz. prix :1411md.    pour plus dinformation appeler : ...,1 411 000,22/01/2025
Ben arous,Mornag,Mornag,"Terrain habitation fadwa à mornagun terrain pour habitation de 2224 m² situé à 20 m de la route principale à ouzra à 1 km du centre de mornag. pour tous les renseignements, contacter l agent sur le 56780610.",556 000,13/11/2024
